waterBalance_Eo;OK;OK;OK;OK;OK;WRONG;OK;WRONG;OK
waterBalance_Es;OK;OK;OK;OK;OK;WRONG;OK;WRONG;OK
waterBalance_Salb;OK;OK;OK;OK;WRONG;WRONG;OK;WRONG;OK
doInitialisationStuff;OK;OK;WRONG;OK;OK;OK;WRONG;WRONG;OK
internalTimeStep;OK;OK;OK;OK;OK;WRONG;WRONG;WRONG;OK
timeOfDaySecs;OK;OK;OK;OK;WRONG;WRONG;WRONG;WRONG;OK
numNodes;OK;OK;OK;OK;OK;WRONG;WRONG;WRONG;OK
numLayers;OK;OK;OK;OK;OK;WRONG;WRONG;WRONG;OK
nodeDepth;WRONG;WRONG;WRONG;WRONG;OK;WRONG;WRONG;WRONG;OK
thermCondPar1;WRONG;WRONG;WRONG;WRONG;OK;OK;WRONG;WRONG;OK
thermCondPar2;WRONG;WRONG;WRONG;WRONG;OK;OK;WRONG;WRONG;OK
thermCondPar3;WRONG;WRONG;WRONG;WRONG;OK;OK;WRONG;WRONG;OK
thermCondPar4;WRONG;WRONG;WRONG;WRONG;OK;OK;WRONG;WRONG;OK
volSpecHeatSoil;OK;OK;WRONG;WRONG;OK;WRONG;WRONG;WRONG;OK
soilTemp;OK;OK;WRONG;WRONG;OK;OK;WRONG;WRONG;OK
morningSoilTemp;OK;OK;WRONG;WRONG;OK;OK;WRONG;WRONG;OK
heatStorage;OK;OK;WRONG;WRONG;OK;OK;WRONG;WRONG;OK
thermalConductance;OK;OK;WRONG;WRONG;OK;OK;WRONG;WRONG;OK
thermalConductivity;OK;OK;WRONG;WRONG;OK;WRONG;WRONG;WRONG;OK
boundaryLayerConductance;OK;OK;OK;OK;OK;WRONG;WRONG;WRONG;OK
newTemperature;OK;OK;WRONG;WRONG;OK;OK;WRONG;WRONG;OK
airTemperature;OK;OK;OK;OK;OK;OK;WRONG;WRONG;OK
maxTempYesterday;OK;OK;OK;OK;OK;OK;WRONG;WRONG;OK
minTempYesterday;OK;OK;OK;OK;OK;OK;WRONG;WRONG;OK
soilWater;OK;OK;WRONG;WRONG;WRONG;WRONG;WRONG;WRONG;OK
minSoilTemp;OK;OK;WRONG;WRONG;OK;OK;WRONG;WRONG;OK
maxSoilTemp;OK;OK;WRONG;WRONG;OK;OK;WRONG;WRONG;OK
aveSoilTemp;OK;OK;WRONG;WRONG;OK;OK;WRONG;WRONG;OK
bulkDensity;OK;OK;WRONG;WRONG;OK;WRONG;WRONG;WRONG;OK
sand;OK;OK;WRONG;WRONG;WRONG;WRONG;WRONG;WRONG;OK
silt;OK;OK;WRONG;WRONG;WRONG;WRONG;WRONG;WRONG;OK
clay;OK;OK;WRONG;WRONG;WRONG;WRONG;WRONG;WRONG;OK
soilRoughnessHeight;WRONG;WRONG;OK;OK;OK;WRONG;WRONG;OK;OK
instrumentHeight;OK;OK;OK;OK;OK;WRONG;WRONG;WRONG;OK
netRadiation;OK;OK;OK;OK;OK;OK;WRONG;WRONG;OK
instrumHeight;OK;OK;OK;OK;OK;OK;WRONG;WRONG;OK
nu;WRONG;WRONG;OK;OK;WRONG;WRONG;OK;WRONG;OK
soilConstituentNames;WRONG;WRONG;WRONG;WRONG;OK;OK;WRONG;WRONG;OK
pom;WRONG;WRONG;OK;OK;OK;OK;WRONG;WRONG;OK
ps;WRONG;WRONG;OK;OK;OK;OK;WRONG;WRONG;OK

False positive
Name;inputtype;variablecategory;datatype
instrumentHeight_input;parameter;;DOUBLE

False negative
Name;inputtype;variablecategory;datatype
pInitialValues;parameter;;DOUBLEARRAY
timestep;parameter;;DOUBLE
latentHeatOfVapourisation;parameter;;DOUBLE
stefanBoltzmannConstant;parameter;;DOUBLE
airNode;parameter;;INT
surfaceNode;parameter;;INT
topsoilNode;parameter;;INT
numPhantomNodes;parameter;;INT
constantBoundaryLayerConductance;parameter;;DOUBLE
numIterationsForBoundaryLayerConductance;parameter;;INT
defaultInstrumentHeight;parameter;;DOUBLE
bareSoilRoughness;parameter;;DOUBLE
aveSoilWater;variable;state;DOUBLEARRAY
MissingValue;parameter;;DOUBLE


Outputs stats
Crop2ML-generated;AI-generated;True positive;False positive;False negative;Precision;Recall;F1-Score
22;46;22;24;0;0.4782608695652174;1.0;0.6470588235294118

True positive
Name;inputtype;variablecategory;datatype;len;max;min;default;unit;uri
doInitialisationStuff;OK;OK;WRONG;OK;OK;OK;OK;WRONG;OK
internalTimeStep;OK;OK;OK;OK;OK;WRONG;OK;WRONG;OK
timeOfDaySecs;OK;OK;OK;OK;WRONG;WRONG;OK;WRONG;OK
volSpecHeatSoil;OK;OK;WRONG;WRONG;OK;WRONG;OK;WRONG;OK
soilTemp;OK;OK;WRONG;WRONG;OK;OK;OK;WRONG;OK
morningSoilTemp;OK;OK;WRONG;WRONG;OK;OK;OK;WRONG;OK
heatStorage;OK;OK;WRONG;WRONG;OK;OK;OK;WRONG;OK
thermalConductance;OK;OK;WRONG;WRONG;OK;OK;OK;WRONG;OK
thermalConductivity;OK;OK;WRONG;WRONG;OK;WRONG;OK;WRONG;OK
boundaryLayerConductance;OK;OK;OK;OK;OK;WRONG;OK;WRONG;OK
newTemperature;OK;OK;WRONG;WRONG;OK;OK;OK;WRONG;OK
airTemperature;OK;OK;OK;OK;OK;OK;OK;WRONG;OK
maxTempYesterday;OK;OK;OK;OK;OK;OK;OK;WRONG;OK
minTempYesterday;OK;OK;OK;OK;OK;OK;OK;WRONG;OK
soilWater;OK;OK;WRONG;WRONG;WRONG;WRONG;OK;WRONG;OK
minSoilTemp;OK;OK;WRONG;WRONG;OK;OK;OK;WRONG;OK
maxSoilTemp;OK;OK;WRONG;WRONG;OK;OK;OK;WRONG;OK
aveSoilTemp;OK;OK;WRONG;WRONG;OK;OK;OK;WRONG;OK
instrumentHeight;OK;OK;OK;OK;OK;WRONG;OK;WRONG;OK
netRadiation;OK;OK;OK;OK;OK;OK;OK;WRONG;OK
canopyHeight;OK;OK;OK;OK;OK;WRONG;OK;WRONG;OK
InitialValues;OK;OK;WRONG;WRONG;OK;OK;OK;WRONG;OK

False positive
Name;inputtype;variablecategory;datatype
numNodes;;state;INT
numLayers;;state;INT
nodeDepth;;state;DOUBLELIST
thermCondPar1;;state;DOUBLELIST
thermCondPar2;;state;DOUBLELIST
thermCondPar3;;state;DOUBLELIST
thermCondPar4;;state;DOUBLELIST
thickness;;state;DOUBLELIST
bulkDensity;;state;DOUBLELIST
rocks;;state;DOUBLELIST
carbon;;state;DOUBLELIST
sand;;state;DOUBLELIST
silt;;state;DOUBLELIST
clay;;state;DOUBLELIST
soilRoughnessHeight;;state;DOUBLE
instrumHeight;;state;DOUBLE
nu;;state;DOUBLE
boundarLayerConductanceSource;;state;CHAR
netRadiationSource;;state;CHAR
defaultTimeOfMaximumTemperature;;state;DOUBLE
soilConstituentNames;;state;CHAR
pom;;state;DOUBLE
ps;;state;DOUBLE
DepthToConstantTemperature;;state;DOUBLE

False negative
Name;inputtype;variablecategory;datatype


Functions stats
Crop2ML-generated;AI-generated;True positive;False positive;False negative;Precision;Recall;F1-Score
8;30;3;27;5;0.1;0.375;0.15789473684210528

True positive
Name
ValuesInArray
calcSoilTemperature
calcSurfaceTemperature

False positive
Name
Divide
Sum
Zero
ToCumThickness
volumetricSpecificHeat
ThermalConductance
shapeFactor
airDensity
doThermalConductivityCoeffs
doVolumetricSpecificHeat
doThermalConductivity
mapLayer2Node
doThomas
interpolateTemperature
doUpdate
getBoundaryLayerConductance
kelvinT
longWaveRadn
calcLayerTemperature
doNetRadiation
interpolateNetRadiation
math_pi
math_sin
math_cos
math_exp
math_log
math_sqrt

False negative
Name
getIniVariables
getProfileVariables
readParam
getOtherVariables
doProcess

