bareSoilRoughness;parameter;;DOUBLE
thermCondPar1;parameter;;DOUBLEARRAY
thermCondPar2;parameter;;DOUBLEARRAY
thermCondPar3;parameter;;DOUBLEARRAY
thermCondPar4;parameter;;DOUBLEARRAY
aveSoilWater;variable;state;DOUBLEARRAY
MissingValue;parameter;;DOUBLE


Outputs stats
Crop2ML-generated;AI-generated;True positive;False positive;False negative;Precision;Recall;F1-Score
22;20;20;0;2;1.0;0.9090909090909091;0.9523809523809523

True positive
Name;inputtype;variablecategory;datatype;len;max;min;default;unit;uri
soilTemp;OK;OK;OK;WRONG;WRONG;WRONG;OK;WRONG;OK
morningSoilTemp;OK;OK;OK;WRONG;WRONG;WRONG;OK;WRONG;OK
minSoilTemp;OK;OK;OK;WRONG;WRONG;WRONG;OK;WRONG;OK
maxSoilTemp;OK;OK;OK;WRONG;WRONG;WRONG;OK;WRONG;OK
aveSoilTemp;OK;OK;OK;WRONG;WRONG;WRONG;OK;WRONG;OK
boundaryLayerConductance;OK;OK;OK;OK;WRONG;WRONG;OK;WRONG;OK
thermalConductivity;OK;OK;OK;WRONG;WRONG;WRONG;OK;WRONG;OK
volSpecHeatSoil;OK;OK;OK;WRONG;WRONG;WRONG;OK;WRONG;OK
heatStorage;OK;OK;OK;WRONG;WRONG;WRONG;OK;WRONG;OK
thermalConductance;OK;OK;OK;WRONG;WRONG;WRONG;OK;WRONG;OK
newTemperature;OK;OK;OK;WRONG;WRONG;WRONG;OK;WRONG;OK
internalTimeStep;OK;OK;OK;OK;WRONG;WRONG;OK;WRONG;OK
timeOfDaySecs;OK;OK;OK;OK;WRONG;WRONG;OK;WRONG;OK
airTemperature;OK;OK;OK;OK;WRONG;WRONG;OK;WRONG;OK
netRadiation;OK;OK;OK;OK;WRONG;WRONG;OK;WRONG;OK
maxTempYesterday;OK;OK;OK;OK;WRONG;WRONG;OK;WRONG;OK
minTempYesterday;OK;OK;OK;OK;WRONG;WRONG;OK;WRONG;OK
canopyHeight;OK;OK;OK;OK;WRONG;WRONG;OK;WRONG;OK
instrumentHeight;OK;OK;OK;OK;WRONG;WRONG;OK;WRONG;OK
doInitialisationStuff;OK;OK;WRONG;OK;WRONG;WRONG;OK;WRONG;OK

False positive
Name;inputtype;variablecategory;datatype

False negative
Name;inputtype;variablecategory;datatype
soilWater;;state;DOUBLEARRAY
InitialValues;;state;DOUBLEARRAY


Functions stats
Crop2ML-generated;AI-generated;True positive;False positive;False negative;Precision;Recall;F1-Score
8;42;6;36;2;0.14285714285714285;0.75;0.24

True positive
Name
ValuesInArray
calcSoilTemperature
calcSurfaceTemperature
getIniVariables
getProfileVariables
readParam

False positive
Name
Divide
Sum
Zero
ToCumThickness
boundCheck
volumetricFractionRocks
volumetricFractionOrganicMatter
volumetricFractionSand
volumetricFractionSilt
volumetricFractionClay
volumetricFractionWater
volumetricFractionIce
volumetricFractionAir
volumetricSpecificHeat
ThermalConductance
shapeFactor
airDensity
kelvinT
longWaveRadn
mapLayer2Node
doThermalConductivityCoeffs
calcLayerTemperature
doNetRadiation
interpolateNetRadiation
math_sin
math_cos
math_log
math_exp
getBoundaryLayerConductance
interpolateTemperature
doVolumetricSpecificHeat
doThermalConductivity
doThomas
doUpdate
OnStartOfSimulation
OnProcess

False negative
Name
getOtherVariables
doProcess

