soilTemp;OK;OK;WRONG;WRONG;WRONG;WRONG;OK;WRONG;WRONG
morningSoilTemp;OK;OK;WRONG;WRONG;WRONG;WRONG;OK;WRONG;WRONG
heatStorage;OK;OK;WRONG;WRONG;WRONG;WRONG;OK;WRONG;WRONG
thermalConductance;OK;OK;WRONG;WRONG;WRONG;WRONG;OK;WRONG;WRONG
thermalConductivity;OK;OK;WRONG;WRONG;WRONG;WRONG;OK;WRONG;WRONG
boundaryLayerConductance;OK;OK;OK;OK;WRONG;WRONG;OK;WRONG;WRONG
newTemperature;OK;OK;WRONG;WRONG;WRONG;WRONG;OK;WRONG;WRONG
airTemperature;OK;OK;OK;OK;WRONG;WRONG;OK;WRONG;WRONG
maxTempYesterday;OK;OK;OK;OK;WRONG;WRONG;OK;WRONG;WRONG
minTempYesterday;OK;OK;OK;OK;WRONG;WRONG;OK;WRONG;WRONG
soilWater;OK;OK;WRONG;WRONG;WRONG;WRONG;OK;WRONG;WRONG
minSoilTemp;OK;OK;WRONG;WRONG;WRONG;WRONG;OK;WRONG;WRONG
maxSoilTemp;OK;OK;WRONG;WRONG;WRONG;WRONG;OK;WRONG;WRONG
aveSoilTemp;OK;OK;WRONG;WRONG;WRONG;WRONG;OK;WRONG;WRONG
instrumentHeight;OK;OK;OK;OK;WRONG;WRONG;OK;WRONG;WRONG
netRadiation;OK;OK;OK;OK;WRONG;WRONG;OK;WRONG;WRONG
canopyHeight;OK;OK;OK;OK;WRONG;WRONG;OK;WRONG;WRONG

False positive
Name;inputtype;variablecategory;datatype
numNodes;;state;INT
numLayers;;state;INT
aveSoilWater;;state;DOUBLELIST
thickness;;state;DOUBLELIST
bulkDensity;;state;DOUBLELIST
rocks;;state;DOUBLELIST
carbon;;state;DOUBLELIST
sand;;state;DOUBLELIST
silt;;state;DOUBLELIST
clay;;state;DOUBLELIST
instrumHeight;;state;DOUBLE

False negative
Name;inputtype;variablecategory;datatype


Functions stats
Crop2ML-generated;AI-generated;True positive;False positive;False negative;Precision;Recall;F1-Score
8;42;8;34;0;0.19047619047619047;1.0;0.32

True positive
Name
getIniVariables
getProfileVariables
readParam
getOtherVariables
doProcess
calcSoilTemperature
calcSurfaceTemperature
ValuesInArray

False positive
Name
doThermalConductivityCoeffs
volumetricFractionOrganicMatter
volumetricFractionRocks
volumetricFractionIce
volumetricFractionWater
volumetricFractionClay
volumetricFractionSilt
volumetricFractionSand
kelvinT
Divide
Sum
volumetricSpecificHeat
volumetricFractionAir
airDensity
longWaveRadn
mapLayer2Node
ThermalConductance
shapeFactor
doUpdate
doThomas
getBoundaryLayerConductance
interpolateNetRadiation
interpolateTemperature
doThermalConductivity
doVolumetricSpecificHeat
Zero
doNetRadiation
ToCumThickness
math_pi
math_sin
math_cos
math_log
math_exp
is_nan

False negative
Name

