canopyHeight;OK;OK;OK;OK;OK;WRONG;WRONG;WRONG;OK
InitialValues;OK;WRONG;WRONG;WRONG;OK;OK;OK;WRONG;OK
numNodes;OK;OK;OK;OK;OK;OK;WRONG;WRONG;OK
numLayers;OK;OK;OK;OK;OK;OK;WRONG;WRONG;OK
nodeDepth;WRONG;WRONG;OK;WRONG;OK;OK;OK;WRONG;OK
bulkDensity;OK;OK;OK;WRONG;OK;OK;OK;WRONG;OK
sand;OK;OK;OK;WRONG;WRONG;WRONG;OK;WRONG;OK
silt;OK;OK;OK;WRONG;WRONG;WRONG;OK;WRONG;OK
clay;OK;OK;OK;WRONG;WRONG;WRONG;OK;WRONG;OK
soilWater;OK;OK;OK;WRONG;OK;OK;OK;WRONG;OK
volSpecHeatSoil;OK;OK;OK;WRONG;OK;OK;OK;WRONG;OK
soilTemp;OK;OK;OK;WRONG;OK;OK;OK;WRONG;OK
morningSoilTemp;OK;OK;OK;WRONG;OK;OK;OK;WRONG;OK
newTemperature;OK;OK;OK;WRONG;OK;OK;OK;WRONG;OK
thermalConductivity;OK;OK;OK;WRONG;OK;OK;OK;WRONG;OK
heatStorage;OK;OK;OK;WRONG;OK;OK;OK;WRONG;OK
thermalConductance;OK;OK;OK;WRONG;OK;OK;OK;WRONG;OK
boundaryLayerConductance;OK;OK;OK;OK;OK;OK;WRONG;WRONG;OK
airTemperature;OK;OK;OK;OK;OK;OK;WRONG;WRONG;OK
maxTempYesterday;OK;OK;OK;OK;OK;OK;WRONG;WRONG;OK
minTempYesterday;OK;OK;OK;OK;OK;OK;WRONG;WRONG;OK
minSoilTemp;OK;OK;OK;WRONG;OK;OK;OK;WRONG;OK
maxSoilTemp;OK;OK;OK;WRONG;OK;OK;OK;WRONG;OK
aveSoilTemp;OK;OK;OK;WRONG;OK;OK;OK;WRONG;OK
soilRoughnessHeight;WRONG;WRONG;OK;OK;OK;OK;WRONG;OK;OK
instrumentHeight;OK;OK;OK;OK;OK;WRONG;WRONG;WRONG;OK
netRadiation;OK;OK;OK;OK;OK;OK;WRONG;WRONG;OK
internalTimeStep;OK;OK;OK;OK;OK;WRONG;WRONG;WRONG;OK
timeOfDaySecs;OK;OK;OK;OK;WRONG;WRONG;WRONG;WRONG;OK
doInitialisationStuff;OK;OK;WRONG;OK;OK;OK;WRONG;WRONG;OK

False positive
Name;inputtype;variablecategory;datatype

False negative
Name;inputtype;variablecategory;datatype
ps;parameter;;DOUBLE
pInitialValues;parameter;;DOUBLEARRAY
timestep;parameter;;DOUBLE
latentHeatOfVapourisation;parameter;;DOUBLE
stefanBoltzmannConstant;parameter;;DOUBLE
airNode;parameter;;INT
surfaceNode;parameter;;INT
topsoilNode;parameter;;INT
numPhantomNodes;parameter;;INT
constantBoundaryLayerConductance;parameter;;DOUBLE
numIterationsForBoundaryLayerConductance;parameter;;INT
defaultInstrumentHeight;parameter;;DOUBLE
bareSoilRoughness;parameter;;DOUBLE
thermCondPar1;parameter;;DOUBLEARRAY
thermCondPar2;parameter;;DOUBLEARRAY
thermCondPar3;parameter;;DOUBLEARRAY
thermCondPar4;parameter;;DOUBLEARRAY
aveSoilWater;variable;state;DOUBLEARRAY
pom;parameter;;DOUBLE
MissingValue;parameter;;DOUBLE
soilConstituentNames;parameter;;STRINGARRAY


Outputs stats
Crop2ML-generated;AI-generated;True positive;False positive;False negative;Precision;Recall;F1-Score
22;22;22;0;0;1.0;1.0;1.0

True positive
Name;inputtype;variablecategory;datatype;len;max;min;default;unit;uri
soilTemp;OK;OK;OK;WRONG;OK;OK;OK;WRONG;OK
newTemperature;OK;OK;OK;WRONG;OK;OK;OK;WRONG;OK
minSoilTemp;OK;OK;OK;WRONG;OK;OK;OK;WRONG;OK
maxSoilTemp;OK;OK;OK;WRONG;OK;OK;OK;WRONG;OK
aveSoilTemp;OK;OK;OK;WRONG;OK;OK;OK;WRONG;OK
morningSoilTemp;OK;OK;OK;WRONG;OK;OK;OK;WRONG;OK
soilWater;OK;OK;OK;WRONG;OK;OK;OK;WRONG;OK
volSpecHeatSoil;OK;OK;OK;WRONG;OK;OK;OK;WRONG;OK
thermalConductivity;OK;OK;OK;WRONG;OK;OK;OK;WRONG;OK
heatStorage;OK;OK;OK;WRONG;OK;OK;OK;WRONG;OK
thermalConductance;OK;OK;OK;WRONG;OK;OK;OK;WRONG;OK
netRadiation;OK;OK;OK;OK;OK;OK;OK;WRONG;OK
boundaryLayerConductance;OK;OK;OK;OK;OK;OK;OK;WRONG;OK
instrumentHeight;OK;OK;OK;OK;OK;WRONG;OK;WRONG;OK
canopyHeight;OK;OK;OK;OK;OK;WRONG;OK;WRONG;OK
airTemperature;OK;OK;OK;OK;OK;OK;OK;WRONG;OK
internalTimeStep;OK;OK;OK;OK;OK;WRONG;OK;WRONG;OK
timeOfDaySecs;OK;OK;OK;OK;WRONG;WRONG;OK;WRONG;OK
maxTempYesterday;OK;OK;OK;OK;OK;OK;OK;WRONG;OK
minTempYesterday;OK;OK;OK;OK;OK;OK;OK;WRONG;OK
InitialValues;OK;OK;WRONG;WRONG;OK;OK;OK;WRONG;OK
doInitialisationStuff;OK;OK;WRONG;OK;OK;OK;OK;WRONG;OK

False positive
Name;inputtype;variablecategory;datatype

False negative
Name;inputtype;variablecategory;datatype


Functions stats
Crop2ML-generated;AI-generated;True positive;False positive;False negative;Precision;Recall;F1-Score
8;50;3;47;5;0.06;0.375;0.10344827586206896

True positive
Name
ValuesInArray
calcSoilTemperature
calcSurfaceTemperature

False positive
Name
Divide
Sum
Zero
ToCumThickness
boundCheck
kelvinT
longWaveRadn
airDensity
copy_state
volumetricFractionRocks
volumetricFractionOrganicMatter
volumetricFractionSand
volumetricFractionSilt
volumetricFractionClay
volumetricFractionWater
volumetricFractionIce
volumetricFractionAir
volumetricSpecificHeat
ThermalConductance
shapeFactor
mapLayer2Node
doThermalConductivityCoeffs
doVolumetricSpecificHeat
doThermalConductivity
doThomas
interpolateTemperature
doUpdate
getBoundaryLayerConductance
calcLayerTemperature
doNetRadiation
interpolateNetRadiation
math_sin
math_cos
math_sqrt
math_log
math_exp
math_pi
FinalSoilTemperature
FinalSoilSurfaceTemperature
AverageSoilTemperature
AverageSoilSurfaceTemperature
MinimumSoilTemperature
MinimumSoilSurfaceTemperature
MaximumSoilTemperature
MaximumSoilSurfaceTemperature
BoundaryLayerConductance
Thr_profile

False negative
Name
getIniVariables
getProfileVariables
readParam
getOtherVariables
doProcess

