InitialValues;OK;OK;WRONG;WRONG;WRONG;WRONG;OK;WRONG;WRONG

False positive
Name;inputtype;variablecategory;datatype

False negative
Name;inputtype;variablecategory;datatype


Functions stats
Crop2ML-generated;AI-generated;True positive;False positive;False negative;Precision;Recall;F1-Score
8;37;3;34;5;0.08108108108108109;0.375;0.13333333333333333

True positive
Name
ValuesInArray
calcSoilTemperature
calcSurfaceTemperature

False positive
Name
Divide
Sum
Zero
ToCumThickness
volumetricSpecificHeat
volumetricFractionRocks
volumetricFractionOrganicMatter
volumetricFractionSand
volumetricFractionSilt
volumetricFractionClay
volumetricFractionWater
volumetricFractionIce
volumetricFractionAir
ThermalConductance
shapeFactor
airDensity
kelvinT
longWaveRadn
mapLayer2Node
doVolumetricSpecificHeat
doThermalConductivity
doThomas
interpolateTemperature
doUpdate
getBoundaryLayerConductance
calcLayerTemperature
doNetRadiation
interpolateNetRadiation
math_pi
math_sin
math_cos
math_sqrt
math_log
math_exp

False negative
Name
getIniVariables
getProfileVariables
readParam
getOtherVariables
doProcess

